Time,Accel,Brake,Distance,Driven,Gap,PlayerSpeed,FrontBrake,FrontSpeed
18544093,0,0,15.99977,0.07,0,4.170322E-07,0,0.02363526
18544203,0,0,16.00058,0.07,0,4.131144E-07,0,0.00073889
18544312,0,0,16.00588,0.07,0,4.182241E-07,0,0.01163258
18544437,0,0,16.01172,0.07,0,4.209471E-07,0,0.05133127
18544546,0,0,16.01906,0.07,0,4.202385E-07,0,0.08446521
18544671,0,0,16.03183,0.07,0,4.136114E-07,0,0.1379727
18544796,0,0,16.04417,0.07,0,4.084925E-07,0,0.1363942
18544921,0,0,16.05747,0.07,0,4.020526E-07,0,0.0809016
18545031,0,0,16.07016,0.07,0,3.95361E-07,0,0.09222327
18545156,0,0,16.08839,0.07,0,4.145196E-07,0,0.1413639
18545296,0,0,16.10699,0.07,0,4.156888E-07,0,0.1816235
18545406,0,0,16.12758,0.07,0,4.185912E-07,0,0.2179521
18545500,0,0,16.14955,0.07,0,4.229418E-07,0,0.1994735
18545640,0,0,16.17134,0.07,0,4.194546E-07,0,0.205646
18545765,0,0,16.19999,0.07,0,4.13531E-07,0,0.2062452
18545875,0,0,16.22763,0.07,0,4.084884E-07,0,0.2470931
18545984,0,0,16.25526,0.07,0,4.016719E-07,0,0.2254242
18546125,0,0,16.2843,0.07,0,3.949802E-07,0,0.2516073
18546250,0,0.02202857,16.3178,0.0700005,2.384186E-07,0.02789705,0,0.3061072
18546359,0,0.1091745,16.35314,0.07001159,-4.649162E-06,0.0420211,0,0.3006261
18546468,0,0.2253692,16.39706,0.07100685,-1.430511E-05,0.1401807,0,0.3045141
18546625,0,0.3512467,16.45914,0.08012861,-2.908707E-05,0.3208368,0,0.3169352
18546750,0,0.3512467,16.54791,0.1157258,-8.249283E-05,0.5213129,0,0.3122337
18546843,0,0.3996611,16.67035,0.187335,-0.0002200603,0.7515652,0,0.3614812
18546968,0,0.5642702,16.82928,0.2965309,-0.0004771948,1.09282,0,0.4134801
18547125,0,0.5642702,17.03484,0.4488616,-0.0008471012,1.446136,0,0.4342371
18547218,0,0.5739531,17.28668,0.6434459,-0.001330376,1.780368,0,0.4732346
18547328,0,0.5449044,17.59366,0.8790026,-0.001732945,2.122482,0,0.620791
18547437,0,0.4577585,17.95471,1.154482,-0.002233505,2.399077,0,0.7200295
18547593,0,0.4577585,18.36013,1.462543,-0.002894163,2.647135,0,0.8636686
18547703,0,0.5449044,18.81467,1.802879,-0.003629565,2.933526,0,0.9754854
18547796,0,0.5933188,19.32061,2.181561,-0.004462481,3.273476,0,1.152039
18547906,0,0.6126846,19.88693,2.602108,-0.005390406,3.634372,0,1.29856
18548062,0,0.6126846,20.51433,3.064976,-0.006411552,3.989631,0,1.390263
18548156,0,0.6030017,21.20415,3.569977,-0.007525444,4.345729,0,1.592377
18548312,0,0.6030017,21.95399,4.115793,-0.008729219,4.689258,0,1.793636
18548390,0,0.6030017,22.77419,4.701831,-0.01002192,5.022981,0,1.985205
18548531,0,0.6126846,23.64638,5.314817,-0.011374,5.193846,0,2.251635
18548640,0,0.6126846,24.58548,5.967881,-0.01281452,5.699463,0,2.488963
