Time,Accel,Brake,Distance,Driven,Gap,PlayerSpeed,FrontBrake,FrontSpeed
231986687,0,0,16.00164,0.07,0,4.699708E-20,0,0.05624444
231986812,0,0,16.00942,0.07,0,4.699708E-20,0,0.06557836
231986937,0,0,16.019,0.07,0,4.699708E-20,0,0.06954717
231987062,0,0,16.02883,0.07,0,4.699708E-20,0,0.1081273
231987171,0,0,16.04463,0.07,0,4.699708E-20,0,0.1532027
231987296,0,0,16.06544,0.07,0,4.699708E-20,0,0.2415867
231987406,0,0,16.09082,0.07,0,4.699708E-20,0,0.1784279
231987531,0,0,16.1189,0.07,0,4.699708E-20,0,0.216032
231987656,0,0,16.14924,0.07,0,4.699708E-20,0,0.2714356
231987781,0,0,16.17747,0.07,0,4.699708E-20,0,0.2090606
231987890,0,0,16.2069,0.07,0,4.728273E-20,0,0.2276066
231988031,0,0,16.23767,0.07,0,4.728559E-20,0,0.2641657
231988125,0,0,16.26402,0.07,0,4.728934E-20,0,0.2389803
231988250,1,0,16.2709,0.07023846,-9.000301E-05,0.09900275,0,0.07228348
231988359,1,0,16.24482,0.08010605,-0.0005004406,0.4837441,0,0.07800376
231988515,1,0,16.15315,0.1512652,-0.001791835,1.103357,0,0.0333835
231988609,1,0,15.97379,0.3258097,-0.004478335,1.881795,0,0.06190566
231988734,0,0,15.70297,0.5962387,-0.008698225,2.625498,0,0.022795
231988843,0,0,15.35161,0.9492253,-0.01445568,3.149341,0,0
231988984,0,0,14.96031,1.348772,-0.02027702,3.418782,0,0.1033276
231989093,0,0,14.55605,1.760999,-0.02500951,3.4287,0,0.09169482
231989218,0,0,14.15863,2.169196,-0.02879417,3.386168,0,0.08478443
231989343,0,0,13.77112,2.57241,-0.03248501,3.344155,0,0.2181396
231989468,0,0,13.39498,2.970669,-0.03612936,3.30267,0,0.2053696
231989593,0,0,13.02966,3.364019,-0.03972852,3.261708,0,0.2777675
231989703,0,0,12.67785,3.752512,-0.04328299,3.221265,0,0.3379652
231989812,0,0,12.3458,4.136202,-0.04679334,3.181333,0,0.5470721
231989937,0,0,12.03219,4.515147,-0.05026019,3.141907,0,0.5705184
231990078,0,0,11.74052,4.889404,-0.05368412,3.102981,0,0.7183946
231990171,0,0,11.47091,5.25903,-0.05706561,3.064548,0,0.9132345
231990296,0,0,11.22137,5.624084,-0.06040525,3.026602,0,1.062424
231990421,0,0,10.99077,5.984622,-0.06370354,2.989134,0,1.154141
231990531,0,0,10.78592,6.340702,-0.06696105,2.952139,0,1.344249
231990656,0,0,10.60748,6.692376,-0.07017827,2.91561,0,1.495843
231990781,0,0,10.45542,7.039701,-0.07335556,2.879538,0,1.745193
231990906,0,0,10.33665,7.382731,-0.07649374,2.843919,0,1.945342
231991031,0,0,10.25172,7.721519,-0.07959306,2.808703,0,2.198025
231991140,0,0,10.20105,8.056109,-0.082654,2.7739,0,2.451859
231991250,0,0,10.18829,8.386556,-0.08567679,2.739546,0,2.718726
231991390,0,0,10.21352,8.712913,-0.08866227,2.705641,0,3.020833
231991484,0,0,10.28065,9.035231,-0.09161079,2.672154,0,3.355912
231991609,0,0,10.39293,9.353561,-0.09452283,2.639081,0,3.722848
231991734,0,0,10.55516,9.667952,-0.09739876,2.606416,0,4.131707
231991843,0,0,10.77219,9.978448,-0.1002392,2.574089,0,4.575656
231991968,0,0,11.04486,10.28509,-0.1030443,2.542145,0,5.006268
231992093,0,0,11.36752,10.58793,-0.1058145,2.510599,0,5.578701
231992218,0,0,11.75671,10.88701,-0.1085503,2.479445,0,5.982205
231992343,0,0,12.19283,11.18238,-0.1112523,2.44868,0,6.217052
231992468,0,0,12.69055,11.47409,-0.1139207,2.418296,0,6.572192
231992578,0,0,13.23538,11.76217,-0.116556,2.388292,0,7.070887
231992687,0,0,13.84,12.04668,-0.1191587,2.358659,0,7.557299
231992828,0,0,14.48244,12.32767,-0.121729,2.329395,0,7.742468
231992937,0,0,15.17784,12.60516,-0.1242676,2.300494,0,8.255359
231993046,0,0,15.91735,12.87922,-0.1267745,2.271951,0,8.504582
231993171,0,0,16.70208,13.14987,-0.1292505,2.243764,0,9.376325
231993296,0,0,17.54583,13.41717,-0.1316956,2.215929,0,9.676565
231993421,0,0,18.4368,13.68115,-0.1341107,2.18844,0,9.895348
231993531,0,0,19.37169,13.94185,-0.1364957,2.161292,0,9.963537
231993656,0,0,20.34567,14.19932,-0.1388509,2.134482,0,10.3426
231993781,0,0,21.36985,14.4536,-0.1411769,2.108006,0,10.94529
231993921,0,0,22.43735,14.70473,-0.1434741,2.08186,0,11.1884
