142929
Time,Accel,Brake,Distance,Driven,Gap,PlayerSpeed,FrontBrake,FrontSpeed
49170187,0,0,50.57593,34.83913,-7.6,1.798983E-18,0,0.05624444
49170296,0,0,50.58362,34.83913,-7.6,1.798983E-18,0,0.06557836
49170421,0,0,50.59308,34.83913,-7.6,1.798983E-18,0,0.06954717
49170546,0,0,50.60281,34.83913,-7.6,1.798983E-18,0,0.1081273
49170671,0,0,50.61842,34.83913,-7.6,1.798983E-18,0,0.1532027
49170781,0,0,50.639,34.83913,-7.6,1.798983E-18,0,0.2415867
49170921,0,0,50.66409,34.83913,-7.6,1.813449E-18,0,0.1782904
49171031,0,0,50.69028,34.83913,-7.6,1.813523E-18,0,0.2213836
49171140,1,0,50.70782,34.8335,-7.599953,0.119215,0,0.1200365
49171265,1,0,50.68733,34.8008,-7.59959,0.4207999,0,0.0835136
49171375,1,0,50.60847,34.71441,-7.598492,0.9746509,0,0.07820489
49171500,1,0,50.45529,34.55648,-7.596271,1.596236,0,0.08066192
49171625,1,0,50.22651,34.3245,-7.592786,2.26429,0,0.06043556
49171750,1,0,49.9174,34.01283,-7.587439,2.944762,0,0.05562872
49171890,1,0,49.51827,33.6158,-7.579547,3.696839,0,0
49171984,1,0,49.03045,33.12922,-7.56824,4.459938,0,0.03185996
49172093,1,0,48.45096,32.55226,-7.552496,5.278722,0,0.05343575
49172218,1,0,47.79238,31.89755,-7.531561,5.88225,0,0
49172359,1,0,47.04984,31.16108,-7.504015,6.763301,0,0.06288344
49172500,1,0,46.22089,30.33963,-7.468465,7.231631,0,0.05013786
49172578,1,0,45.30843,29.43555,-7.422958,8.047693,0,0.07138461
49172703,1,0,44.31575,28.45457,-7.36683,8.751325,0,0.02108537
49172828,1,0,43.2396,27.39149,-7.297885,9.443803,0,0.04268222
49172937,1,0,42.0836,26.2501,-7.214126,10.12365,0,0.03316249
49173062,1,0,40.8442,25.02793,-7.113174,10.80205,0,0.05013786
49173187,1,0,39.51943,23.7226,-6.992121,11.53327,0,0.02345991
49173312,1,0,38.11373,22.34044,-6.849244,11.98261,0,0
49173421,1,0,36.62938,20.88005,-6.680991,12.72326,0,0.01419545
49173546,1,0,35.06435,19.34354,-6.485131,13.3955,0,0.05013786
49173671,1,0,33.42082,17.73304,-6.260286,13.91271,0,0.03256678
49173812,1,0,31.70183,16.05083,-6.003118,14.64207,0,0.02309092
49173890,1,0,29.90242,14.29627,-5.710826,15.29911,0,0.02588478
49174015,1,0,28.02675,12.47703,-5.38223,15.97378,0,0.05013786
49174140,0,0,26.08026,10.60295,-5.014684,16.42682,0,0
49174265,0,0,24.08099,8.704048,-4.616144,16.71847,0,0.009462142
49174406,0,0,22.05812,6.838259,-4.1992,16.71842,0,0.05561563
49174500,0,0,20.05106,5.105497,-3.782869,16.50518,0,0.02207772
49174625,0,0,18.07301,3.686344,-3.374341,16.3022,0,0.07682691
49174765,0,1,16.11664,3.017163,-2.983729,16.11666,0,0.03537631
49174859,0,1,14.28954,3.459238,-2.632637,14.41759,0,0.05185738
49174984,0,1,12.71375,4.459485,-2.333376,12.35169,0,0.09010039
49175093,0,1,11.38648,5.521866,-2.080171,10.31045,0,0.06093778
49175218,0,1,10.31065,6.468071,-1.872772,8.293587,0,0.2078471
49175343,0,1,9.475985,7.236157,-1.710831,6.300802,0,0.2192339
49175468,0,1,8.885773,7.80426,-1.593449,4.402718,0,0.2646035
49175593,0,1,8.51412,8.183126,-1.516022,2.701572,0,0.3270859
49175703,0,1,8.324091,8.402139,-1.471525,1.684404,0,0.4506957
49175828,0,1,8.235399,8.539262,-1.443753,0.9537323,0,0.5335404
49175953,0,1,8.245022,8.603057,-1.430854,0.3096145,0,0.7232139
49176062,0,1,8.343006,8.600832,-1.431304,0,0,0.8670261
49176171,0,1,8.472948,8.58802,-1.433893,0,0,1.045664
49176312,0,0,8.620653,8.577124,-1.436096,0,0,1.277155
49176421,0,0,8.785867,8.570968,-1.43734,0,0,1.423411
49176531,0,0,8.966773,8.57239,-1.437053,0.009908346,0,1.618544
49176671,0,0,9.176061,8.574137,-1.4367,0.01516103,0,1.87639
49176812,0,0,9.410954,8.575827,-1.436358,0.01497293,0,2.113956
49176906,0,0,9.676055,8.5775,-1.436025,0.01482774,0,2.289921
49177015,0,0,9.950085,8.579157,-1.435702,0.01469382,0,2.248037
49177140,0,0,10.20239,8.580794,-1.435391,0.0145223,0,2.006683
49177281,1,0,10.41825,8.582413,-1.435086,0.01434216,0,1.701861
49177406,1,0,10.59162,8.593875,-1.43292,0.2220324,0,1.452927
49177500,1,0,10.68724,8.644138,-1.42348,0.6463089,0,1.127779
49177640,0,0,10.68085,8.761112,-1.40157,1.289425,0,0.8806869
49177750,0,0,10.58474,8.942607,-1.367688,1.783518,0,0.8078086
49177875,0,0,10.46668,9.158572,-1.326602,1.977618,0,1.040007
49177984,0,0,10.38367,9.381146,-1.283297,1.921724,0,1.470515
49178093,0,1,10.35951,9.597976,-1.240672,1.848002,0,1.861642
49178234,0,1,10.41514,9.792601,-1.202484,1.578691,0,2.398065
49178359,0,1,10.58001,9.935898,-1.174417,1.019014,0,2.85519
49178468,0,1,10.87518,10.00771,-1.160367,0.3612143,0,3.314476
49178578,0,1,11.29815,10.00889,-1.160136,0,0,3.755486
49178734,0,1,11.78855,9.996195,-1.162619,0,0,4.191451
49178843,0,0,12.33149,9.983582,-1.165087,0,0,4.617229
49178937,0,0,12.92011,9.975752,-1.166602,0,0,5.015203
49179062,0,0,13.52363,9.971996,-1.167313,0,0,5.052883
49179203,1,0,14.1157,9.976619,-1.166448,0.1215953,0,4.867934
49179312,1,0,14.65633,10.01188,-1.160074,0.5238415,0,4.719686
49179421,1,0,15.10547,10.10592,-1.143176,1.076243,0,4.463251
49179546,0,0,15.44253,10.27873,-1.112396,1.762862,0,4.205684
49179656,0,0,15.68903,10.5097,-1.0716,2.147115,0,3.945169
49179781,0,0,15.88137,10.76459,-1.027082,2.248214,0,3.697518
49179890,0,0,16.04747,11.02041,-0.9829741,2.225753,0,3.485816
49180015,0,0,16.19222,11.27362,-0.9399319,2.195002,0,3.283655
49180140,0,0,16.29765,11.52419,-0.8979223,2.167939,1,2.617813
49180281,1,0,16.28887,11.77664,-0.856168,2.23988,1,1.825102
49180390,1,0,16.16882,12.06221,-0.8095968,2.646818,1,1.138838
49180500,1,0,15.90218,12.41544,-0.7529469,3.335037,1,0.538506
49180625,1,0,15.49125,12.85758,-0.6835132,4.09773,1,0.1873399
49180734,0,0,14.96875,13.38483,-0.6028478,4.725631,1,0.01575936
49180859,0,0,14.37972,13.96964,-0.5160701,5.101343,1,0
49180984,0,0,13.77809,14.56877,-0.4300454,5.363476,1,0.00590597
49181109,0,1,13.20999,15.13307,-0.3521274,4.131835,1,0
49181234,0,1,12.83703,15.50553,-0.3032972,2.434199,1,0.03311689
49181343,0,1,12.6167,15.72461,-0.2752165,1.60261,1,0
49181453,0,1,12.47953,15.86354,-0.2577006,0.886874,1,0.05246934
49181609,0,1,12.41835,15.92547,-0.2500187,0.2526052,1,0.07665544
49181718,0,0,12.42491,15.92133,-0.250538,0,1,0.007194689
49181828,0,0,12.43757,15.90986,-0.2519574,0,1,0.001256377
49181937,0,0,12.44644,15.90367,-0.2527188,0,1,0
49182078,1,0,12.44917,15.90326,-0.2527646,0,1,0
49182187,1,0,12.4475,15.91954,-0.2507533,0.2399504,0,0.2040749
49182296,1,0,12.41995,15.98404,-0.2427975,0.8041621,0,0.3469525
49182421,1,0,12.3285,16.12681,-0.2253354,1.503504,0,0.4648273
49182546,0,0,12.15021,16.36055,-0.1970209,2.224218,0,0.4826716
49182656,0,0,11.90932,16.65703,-0.161491,2.641412,0,0.5263448
49182781,0,0,11.64106,16.98519,-0.122898,2.774735,0,0.4932167
49182906,0,0,11.3713,17.31537,-0.08493209,2.732612,0,0.5229786
49183031,0,0,11.10692,17.64188,-0.04798806,2.698319,0,0.582217
49183156,0,1,10.93293,17.89753,-0.01859725,1.865515,0,0.8616322
49183265,0,1,10.85972,18.10102,0.005458474,1.535401,0,1.273661
49183375,0,1,10.90068,18.24624,0.02306581,0.9518946,0,1.761341
49183531,0,0,11.07023,18.31552,0.03147852,0.3478869,0,2.166052
49183640,0,0,11.35392,18.32332,0.03242648,0,0,2.620459
49183734,0,0,11.69171,18.31951,0.03199112,0,0,2.891597
49183859,0,0,12.0362,18.32011,0.03205717,0,0,2.854174
49183984,0,0,12.35962,18.32331,0.03240728,0,0,2.654909
49184109,0,0,12.65881,18.32652,0.03275633,0,0,2.425171
49184234,0,0,12.93595,18.32972,0.03310537,0,0,2.27144
