Time = 12:47:41.519, Vertical = 0, Distance = 16.00117, Driven = 0.007708475, Gap = -1.51.5,Speed = 0.007331547
Time = 12:47:41.605, Vertical = 0.5061729, Distance = 16.00431, Driven = 0.008035775, Gap = -1.51.5,Speed = 0.02887549
Time = 12:47:41.731, Vertical = 0.5255386, Distance = 16.00587, Driven = 0.01129284, Gap = -1.5000011.5,Speed = 0.06565498
Time = 12:47:41.841, Vertical = 0.5255386, Distance = 16.00469, Driven = 0.02390597, Gap = -1.5000031.5,Speed = 0.1335796
Time = 12:47:42.45, Vertical = 0.5255386, Distance = 16.00028, Driven = 0.04505186, Gap = -1.5000051.5,Speed = 0.2304997
Time = 12:47:42.128, Vertical = 0.5255386, Distance = 15.9947, Driven = 0.07386081, Gap = -1.5000161.5,Speed = 0.2500605
Time = 12:47:42.237, Vertical = 0.5255386, Distance = 15.99433, Driven = 0.1093894, Gap = -1.5000211.5,Speed = 0.3320641
Time = 12:47:42.325, Vertical = 0.5255386, Distance = 16.00196, Driven = 0.1528496, Gap = -1.5000161.5,Speed = 0.4143602
Time = 12:47:42.461, Vertical = 0.5255386, Distance = 16.01521, Driven = 0.2091894, Gap = -1.5000271.5,Speed = 0.5004569
Time = 12:47:42.559, Vertical = 0.5255386, Distance = 16.04159, Driven = 0.2784167, Gap = -1.5000491.5,Speed = 0.6305212
Time = 12:47:42.662, Vertical = 0.5255386, Distance = 16.08142, Driven = 0.3633913, Gap = -1.5000821.5,Speed = 0.7794523
Time = 12:47:42.793, Vertical = 0.5255386, Distance = 16.14068, Driven = 0.4659125, Gap = -1.5001181.5,Speed = 0.9079239
Time = 12:47:42.982, Vertical = 0.5255386, Distance = 16.22191, Driven = 0.5872238, Gap = -1.5001251.5,Speed = 1.083326
Time = 12:47:43.41, Vertical = 0.5255386, Distance = 16.32794, Driven = 0.732417, Gap = -1.5001051.5,Speed = 1.308229
Time = 12:47:43.146, Vertical = 0.5255386, Distance = 16.46124, Driven = 0.9074146, Gap = -1.5000821.5,Speed = 1.562285
Time = 12:47:43.273, Vertical = 0.5255386, Distance = 16.62709, Driven = 1.115512, Gap = -1.5000531.5,Speed = 1.857539
Time = 12:47:43.406, Vertical = 0.5255386, Distance = 16.82965, Driven = 1.36095, Gap = -1.500021.5,Speed = 2.184445
Time = 12:47:43.506, Vertical = 0.5255386, Distance = 17.07272, Driven = 1.648171, Gap = -1.4999811.5,Speed = 2.547992
Time = 12:47:43.643, Vertical = 0.5255386, Distance = 17.35916, Driven = 1.981261, Gap = -1.4999361.5,Speed = 2.939538
Time = 12:47:43.772, Vertical = 0.5255386, Distance = 17.68383, Driven = 2.361321, Gap = -1.4998841.5,Speed = 3.329129
Time = 12:47:43.879, Vertical = 0.5255386, Distance = 18.05086, Driven = 2.787798, Gap = -1.4998271.5,Speed = 3.713942
Time = 12:47:44.72, Vertical = 0.5255386, Distance = 18.46089, Driven = 3.260121, Gap = -1.4997631.5,Speed = 4.094035
Time = 12:47:44.138, Vertical = 0.5255386, Distance = 18.91201, Driven = 3.777729, Gap = -1.4996921.5,Speed = 4.469462
Time = 12:47:44.270, Vertical = 0.5255386, Distance = 19.40363, Driven = 4.340065, Gap = -1.4996161.5,Speed = 4.840274
Time = 12:47:44.370, Vertical = 0.5255386, Distance = 19.93398, Driven = 4.947806, Gap = -1.4995341.5,Speed = 5.287619
Time = 12:47:44.470, Vertical = 0.5255386, Distance = 20.51076, Driven = 5.592166, Gap = -1.4994471.5,Speed = 5.650049
Time = 12:47:44.633, Vertical = 0.5255386, Distance = 21.1263, Driven = 6.279699, Gap = -1.4993531.5,Speed = 6.006394
Time = 12:47:44.732, Vertical = 0.5255386, Distance = 21.78031, Driven = 7.009517, Gap = -1.4992541.5,Speed = 6.337955
Time = 12:47:44.835, Vertical = 0.5255386, Distance = 22.47007, Driven = 7.783303, Gap = -1.4991491.5,Speed = 6.681747
Time = 12:47:44.975, Vertical = 0.5255386, Distance = 23.1982, Driven = 8.597439, Gap = -1.4990391.5,Speed = 6.989872
Time = 12:47:45.103, Vertical = 0.5255386, Distance = 23.96006, Driven = 9.455606, Gap = -1.4989231.5,Speed = 7.359252
Time = 12:47:45.199, Vertical = 0.5255386, Distance = 24.75966, Driven = 10.35284, Gap = -1.4988021.5,Speed = 7.691535
Time = 12:47:45.309, Vertical = 0.5255386, Distance = 25.59465, Driven = 11.29053, Gap = -1.4986751.5,Speed = 8.021254
Time = 12:47:45.511, Vertical = 0.5255386, Distance = 26.46484, Driven = 12.26794, Gap = -1.4985441.5,Speed = 8.343836
Time = 12:47:45.606, Vertical = 0.5255386, Distance = 27.36967, Driven = 13.28468, Gap = -1.4984071.5,Speed = 8.663367
Time = 12:47:45.694, Vertical = 0.5255386, Distance = 28.30876, Driven = 14.34022, Gap = -1.4982641.5,Speed = 8.978298
Time = 12:47:45.828, Vertical = 0.5255386, Distance = 29.28168, Driven = 15.4341, Gap = -1.4981161.5,Speed = 9.288586
Time = 12:47:45.903, Vertical = 0.5255386, Distance = 30.28802, Driven = 16.56581, Gap = -1.4979621.5,Speed = 9.593604
Time = 12:47:46.37, Vertical = 0.5255386, Distance = 31.32742, Driven = 17.73483, Gap = -1.4978041.5,Speed = 9.893337
Time = 12:47:46.170, Vertical = 0.5255386, Distance = 32.39956, Driven = 18.94062, Gap = -1.497641.5,Speed = 10.19031
Time = 12:47:46.271, Vertical = 0.5255386, Distance = 33.50407, Driven = 20.18266, Gap = -1.4974721.5,Speed = 10.48476
Time = 12:47:46.403, Vertical = 0.5255386, Distance = 34.64058, Driven = 21.46051, Gap = -1.4972981.5,Speed = 10.77675
Time = 12:47:46.505, Vertical = 0.5255386, Distance = 35.69381, Driven = 22.77372, Gap = -1.497121.5,Speed = 11.0669
Time = 12:47:46.699, Vertical = 0.5255386, Distance = 36.58354, Driven = 24.12183, Gap = -1.4969371.5,Speed = 11.35501
Time = 12:47:46.749, Vertical = 0.5255386, Distance = 37.31271, Driven = 25.50441, Gap = -1.4967491.5,Speed = 11.64035
Time = 12:47:46.865, Vertical = 0.5255386, Distance = 37.8839, Driven = 26.92102, Gap = -1.4965571.5,Speed = 11.92242
Time = 12:47:46.997, Vertical = 0.5255386, Distance = 38.29968, Driven = 28.37125, Gap = -1.496361.5,Speed = 12.20105
Time = 12:47:47.129, Vertical = 0.5255386, Distance = 38.56259, Driven = 29.85468, Gap = -1.4961591.5,Speed = 12.47625
Time = 12:47:47.231, Vertical = 0.5255386, Distance = 38.67513, Driven = 31.37088, Gap = -1.4959531.5,Speed = 12.74804
Time = 12:47:47.364, Vertical = 0.5255386, Distance = 38.63974, Driven = 32.91947, Gap = -1.4957431.5,Speed = 13.01646
Time = 12:47:47.465, Vertical = 0.5255386, Distance = 38.45885, Driven = 34.50003, Gap = -1.4955291.5,Speed = 13.28156
Time = 12:47:47.596, Vertical = 0.5255386, Distance = 38.13483, Driven = 36.11217, Gap = -1.4953111.5,Speed = 13.54338
Time = 12:47:47.730, Vertical = 0.5255386, Distance = 37.66998, Driven = 37.75552, Gap = -1.4950881.5,Speed = 13.80196
Time = 12:47:47.831, Vertical = 0.5255386, Distance = 37.06663, Driven = 39.42966, Gap = -1.4948611.5,Speed = 14.05733
Time = 12:47:47.962, Vertical = 0.5255386, Distance = 36.327, Driven = 41.13422, Gap = -1.4946291.5,Speed = 14.30954
Time = 12:47:48.63, Vertical = 0.5255386, Distance = 35.45336, Driven = 42.86883, Gap = -1.4943941.5,Speed = 14.55863
Time = 12:47:48.197, Vertical = 0.5255386, Distance = 34.44784, Driven = 44.63312, Gap = -1.4941551.5,Speed = 14.80463
Time = 12:47:48.330, Vertical = 0.5255386, Distance = 33.31261, Driven = 46.42671, Gap = -1.4939111.5,Speed = 15.04759
Time = 12:47:48.431, Vertical = 0.5255386, Distance = 32.05757, Driven = 48.24924, Gap = -1.4936641.5,Speed = 15.28753
Time = 12:47:48.610, Vertical = 0.5255386, Distance = 30.81537, Driven = 50.10037, Gap = -1.4934121.5,Speed = 15.52451
Time = 12:47:48.718, Vertical = 0.5255386, Distance = 29.63131, Driven = 51.97972, Gap = -1.4931581.5,Speed = 15.75855
Time = 12:47:48.804, Vertical = 0.5255386, Distance = 28.50905, Driven = 53.88696, Gap = -1.4928991.5,Speed = 15.98969
Time = 12:47:48.938, Vertical = 0.5255386, Distance = 27.44676, Driven = 55.82173, Gap = -1.4926361.5,Speed = 16.21797
Time = 12:47:49.72, Vertical = 0.5255386, Distance = 26.44341, Driven = 57.7837, Gap = -1.492371.5,Speed = 16.44342
Time = 12:47:49.182, Vertical = 0.5255386, Distance = 25.49862, Driven = 59.77253, Gap = -1.49211.5,Speed = 16.66607
Time = 12:47:49.337, Vertical = 0.5255386, Distance = 24.61157, Driven = 61.78787, Gap = -1.4918261.5,Speed = 16.88598
Time = 12:47:49.444, Vertical = 0.5255386, Distance = 23.7815, Driven = 63.82941, Gap = -1.4915491.5,Speed = 17.10315
Time = 12:47:49.523, Vertical = 0.5255386, Distance = 23.00763, Driven = 65.89684, Gap = -1.4912691.5,Speed = 17.31764
Time = 12:47:49.653, Vertical = 0.5255386, Distance = 22.2891, Driven = 67.9898, Gap = -1.4909851.5,Speed = 17.52947
Time = 12:47:49.753, Vertical = 0.5255386, Distance = 21.62515, Driven = 70.10801, Gap = -1.4906971.5,Speed = 17.73868
Time = 12:47:49.886, Vertical = 0.5255386, Distance = 21.01512, Driven = 72.25113, Gap = -1.4904061.5,Speed = 17.94529
Time = 12:47:49.988, Vertical = 0.5255386, Distance = 20.45835, Driven = 74.41888, Gap = -1.4901121.5,Speed = 18.14935
Time = 12:47:50.120, Vertical = 0.5255386, Distance = 19.95417, Driven = 76.61094, Gap = -1.4898151.5,Speed = 18.35088
Time = 12:47:50.268, Vertical = 0.5255386, Distance = 19.50197, Driven = 78.82699, Gap = -1.4895141.5,Speed = 18.54991
Time = 12:47:50.354, Vertical = 0.5255386, Distance = 19.10106, Driven = 81.06676, Gap = -1.489211.5,Speed = 18.74648
Time = 12:47:50.484, Vertical = 0.5255386, Distance = 18.75082, Driven = 83.32996, Gap = -1.4889031.5,Speed = 18.94061
Time = 12:47:50.584, Vertical = 0.5255386, Distance = 18.45064, Driven = 85.61627, Gap = -1.4885931.5,Speed = 19.13233
Time = 12:47:50.718, Vertical = 0.5255386, Distance = 18.19989, Driven = 87.92542, Gap = -1.4882791.5,Speed = 19.32168
