Time,Accel,Brake,Distance,Driven,Gap,PlayerSpeed,FrontBrake,FrontSpeed
14628234,0,0,16.001,0.04593061,0,2.040718E-07,0,0.04093431
14628359,0,0,16.00329,0.04593061,0,2.102523E-07,0,0.06854047
14628484,0,0,16.00955,0.04593061,0,2.159183E-07,0,0.02418304
14628609,0,0,16.01781,0.04593061,0,2.001407E-07,0,0.03233815
14628718,0,0,16.02623,0.04593061,0,1.864558E-07,0,0.02392645
14628843,0,0,16.03709,0.04593061,0,2.079919E-07,0,0.06179195
14628968,0,0,16.05114,0.04593061,0,2.095841E-07,0,0.08020325
14629078,1,0,16.06387,0.04604396,0,0.04040004,0,0.1778699
14629203,1,0,16.06461,0.05094298,4.529953E-06,0.2929308,0,0.1784732
14629328,1,0,16.02343,0.09513169,2.384186E-05,0.7328725,0,0.1741405
14629437,1,0,15.91539,0.2175038,0.000125289,1.32444,0,0.1746396
14629562,1,0,15.73814,0.4153247,0.000387311,1.932488,0,0.2030355
14629687,1,0,15.48816,0.690312,0.0008831024,2.586329,0,0.2368534
14629812,1,0,15.15847,1.046237,0.00156033,3.265854,0,0.2183603
14629921,1,0,14.74088,1.489719,0.002400041,4.014697,0,0.2469048
14630062,1,0,14.23325,2.02455,0.003411889,4.774357,0,0.2762888
14630171,0,0,13.64571,2.641112,0.004578233,5.637505,0,0.2245369
14630296,0,0,12.9881,3.330406,0.005886078,6.272699,0,0.3270325
14630390,0,0,12.27597,4.076688,0.007311225,6.328711,0,0.3499212
14630531,0,0,11.55579,4.839938,0.008728743,6.375287,0,0.3958698
14630640,0,0,10.86082,5.588113,0.009833574,6.176285,0,0.4311884
14630765,0,0,10.18298,6.329624,0.01162052,6.309274,0,0.5489931
14630890,0,0,9.53195,7.06198,0.01227736,6.110049,0,0.7536753
14631000,0,0,8.907062,7.790132,0.01387417,5.996021,0,0.974315
14631125,0,0,8.326059,8.501357,0.01510131,5.954162,0,1.197124
14631250,0,0,7.779258,9.204899,0.01619327,5.88081,0,1.387091
14631359,0,0,7.265981,9.910889,0.01771116,5.926369,0,1.716506
14631468,0,0,6.801844,10.60274,0.01884949,5.81386,0,1.994117
14631609,0,0,6.379419,11.28697,0.0193404,5.474546,0,2.333225
14631734,0,0,6.008848,11.96386,0.02071118,5.528374,0,2.670892
14631828,0,0,5.694077,12.63145,0.02170098,5.508453,0,3.088406
14631968,0,0,5.440095,13.29049,0.02305377,5.469259,0,3.555032
14632093,0,0,5.250255,13.94557,0.02483499,5.353456,0,4.095239
14632187,0,0,5.146501,14.58356,0.02549708,5.356668,0,4.707975
14632312,0,0,5.118598,15.21819,0.02644122,5.2142,0,5.379138
14632453,0,0,5.184016,15.83977,0.02741599,5.289215,0,6.299595
14632578,0,0,5.342598,16.45043,0.02920604,5.063026,0,6.910226
14632687,0,0,5.607198,17.06783,0.03056085,4.98985,0,7.631829
14632828,1,0,5.9734,17.66752,0.03145933,4.9813,0,8.316418
14632921,1,0,6.409662,18.27398,0.03250837,5.124835,0,8.851849
14633046,1,0,6.888083,18.92104,0.0336169,5.538802,0,9.395171
14633156,1,0,7.37913,19.63751,0.03484833,6.309426,1,10.18556
14633281,1,0,7.764995,20.44139,0.03632534,7.114212,1,9.07221
14633406,1,0,7.825821,21.32886,0.03781152,7.781851,1,7.070127
14633515,1,0,7.563858,22.30054,0.03919494,8.352424,1,5.091951
14633656,0,0,7.001468,23.34813,0.04089582,8.981635,1,3.330595
14633765,0,0,6.181364,24.46018,0.04277956,9.325839,1,1.993433
14633875,0,0,5.248531,25.61043,0.04392791,9.537621,1,1.648572
14634015,0,0,4.461194,26.66956,0.04622614,5.511872,1,5.404696
14634125,0,0,4.465987,27.26371,0.04659688,4.588735,1,4.584701
14634250,0,0,4.465651,27.75375,0.04644418,3.724943,1,3.722158
14634359,0,0,4.465458,28.14087,0.04631054,2.871646,1,2.869741
14634468,0,0,4.46543,28.42812,0.04621637,2.118584,1,2.120373
14634625,0,0,4.467646,28.6664,0.04641318,1.915788,1,1.934807
14634718,0,0,4.468412,28.88346,0.04649794,1.749973,1,1.756662
14634843,0,0,4.468184,29.07744,0.0464524,1.546031,1,1.54207
14634968,0,0,4.467841,29.25099,0.04643118,1.365489,1,1.359393
14635078,0,0,4.468192,29.40243,0.0464052,1.20083,1,1.194883
14635203,0,0,4.473124,29.53335,0.04640162,1.062144,0,1.268477
14635328,0,0,4.558771,29.65988,0.04640317,1.049,0,2.089009
14635437,0,0,4.738249,29.78485,0.0464046,1.035975,0,2.863695
14635578,0,0,5.014559,29.90827,0.04640603,1.023134,0,3.636201
14635687,0,0,5.384708,30.03015,0.04640746,1.010457,0,4.416137
14635796,0,0,5.848411,30.15053,0.04640889,0.9979331,0,5.220562
14635921,0,0,6.377097,30.26941,0.04641032,0.9855644,0,5.65264
14636062,1,0,7.015706,30.38819,0.04641175,1.013165,0,6.75617
14636171,1,0,7.739554,30.52351,0.04640937,1.252957,0,7.488208
14636281,0,0,8.507443,30.69958,0.04647458,1.5766,0,8.166817
14636406,0,0,9.335314,30.89704,0.04655302,1.668689,0,8.794216
14636515,0,0,10.24165,31.09494,0.04665875,1.648009,0,9.443635
14636671,0,0,11.22949,31.2904,0.04676425,1.627701,0,10.09625
14636750,1,0,12.29636,31.48508,0.04690826,1.661406,0,10.7603
14636875,1,0,13.40365,31.70615,0.04719985,2.009451,0,11.05276
14637015,1,0,14.54027,31.98663,0.04757822,2.619663,0,11.9641
14637125,1,0,15.6763,32.35617,0.04810679,3.400565,0,12.98118
14637234,1,0,16.78657,32.81838,0.04876792,4.170183,0,13.58034
14637359,1,0,17.88702,33.37195,0.04955983,4.928167,0,14.09594
14637500,1,0,18.99302,33.99889,0.05045676,5.251675,0,14.69408
14637625,1,0,20.08758,34.70875,0.05148315,6.091709,0,15.31322
14637718,1,0,21.16407,35.51338,0.05256259,6.905066,0,15.86804
14637843,0,0,22.22538,36.40794,0.05386317,7.588108,0,16.44688
14637953,0,0,23.29125,37.36992,0.05515301,8.159341,0,17.04901
14638093,0,0,24.41045,38.35038,0.05671084,8.401508,0,17.60653
14638203,1,0,25.56432,39.33514,0.05832434,8.121712,1,17.29544
14638312,1,0,26.50697,40.32067,0.060835,8.229941,1,15.19517
14638453,1,0,27.17183,41.33373,0.06358898,8.840788,1,13.11998
14638578,1,0,27.52639,42.40981,0.06523609,9.378049,1,11.06957
14638687,1,0,27.5598,43.5627,0.06701243,10.12302,1,9.043633
14638812,1,0,27.26821,44.79918,0.06876314,10.74242,1,7.041891
14638921,1,0,26.65347,46.12028,0.0709846,11.43092,1,5.064053
14639031,0,0,25.73305,47.52256,0.07398009,12.10725,1,3.303029
14639156,0,0,24.56455,48.97974,0.07708597,12.20383,1,1.965192
14639281,0,0,23.29549,50.46328,0.08000398,12.33405,1,1.600759
14639390,0,0,21.99584,51.93498,0.08166659,12.18304,1,1.227636
14639531,0,0,20.67284,53.38646,0.08276069,11.9855,1,0.879478
14639640,0,0,19.33103,54.81732,0.08484781,11.83348,1,0.622173
14639765,0,0,17.96939,56.23,0.0874579,11.68379,1,0.3108823
14639890,0,0,16.58438,57.62476,0.09021795,11.53602,1,0.05433695
14640031,0,0,15.17629,59.00181,0.09299934,11.39022,1,0.4001957
14640125,0,0,13.74723,60.36142,0.09576154,11.24652,1,0.7665475
14640234,0,0,12.35096,61.70387,0.09849346,11.10515,0,0.1759911
14640359,0,0,11.07168,63.02949,0.1011922,10.96677,0,0.7684172
14640500,0,0,9.902235,64.33884,0.1038584,10.83371,0,1.521184
14640593,0,0,8.838164,65.63329,0.1064943,10.70932,0,2.208571
14640734,0,0,7.877143,66.91319,0.1091005,10.57549,0,3.0085
14640843,0,0,7.026388,68.17724,0.1116745,10.44351,0,3.774544
14640968,0,0,6.283307,69.42558,0.1142155,10.30694,0,4.528851
14641093,0,0,5.641087,70.65874,0.1167083,10.1949,0,4.962605
14641203,0,0,5.09066,71.87731,0.119221,10.07075,0,6.10776
14641328,0,0,4.651544,73.08703,0.120908,10.12383,0,6.648518
14641453,0,0,4.472478,74.20226,0.1220013,8.735161,0,8.447531
14641562,0,0,4.534505,75.23086,0.1237235,8.499305,0,9.31678
14641687,0,0,4.697004,76.24646,0.1254666,8.288379,0,10.13166
14641890,0,0,4.937571,77.25482,0.1277363,8.371206,0,10.64498
14641953,0,0,5.273086,78.24382,0.129272,8.151486,0,11.33424
14642046,0,0,5.701964,79.22192,0.1289586,8.065666,0,12.35441
14642156,0,0,6.224328,80.18202,0.1292595,7.836528,0,12.70481
14642296,1,0,6.831657,81.14211,0.128893,7.962124,0,13.32073
14642421,1,0,7.52323,82.09483,0.1293348,7.958287,0,14.15907
14642515,1,0,8.257052,83.08023,0.1307815,8.536286,0,14.64744
14642640,0,0,9.021611,84.11246,0.1329309,8.867401,0,15.45186
14642781,0,0,9.827042,85.17448,0.1347959,8.781466,0,15.98073
